Date,Close,High,Low,Open,Volume,ticker
,POLYCAB.NS,POLYCAB.NS,POLYCAB.NS,POLYCAB.NS,POLYCAB.NS,
2020-09-07,825.9671630859375,853.9792260538177,822.8546984527674,842.6966085445671,175262,POLYCAB.NS
2020-09-08,819.15869140625,834.8668161699334,817.018868211678,830.6358493485393,113238,POLYCAB.NS
2020-09-09,807.4384155273438,814.5873072538275,797.5660799380759,814.1009864733775,141586,POLYCAB.NS
2020-09-10,818.137451171875,832.483913817693,811.6693612159344,814.5872858218635,111823,POLYCAB.NS
2020-09-11,823.9733276367188,831.6085401953038,818.1374782318394,818.1374782318394,71870,POLYCAB.NS
2020-09-14,864.046142578125,879.2680073812452,831.6085689280582,836.3745365195098,401760,POLYCAB.NS
2020-09-15,872.508056640625,884.9092359210994,864.678304340528,870.9032337647008,197339,POLYCAB.NS
2020-09-16,865.0674438476562,885.103836622877,853.1039049373022,872.9944370949155,111271,POLYCAB.NS
2020-09-17,858.453369140625,866.9153621128459,848.6783338819071,855.9245249720653,69927,POLYCAB.NS
2020-09-18,855.6328125,865.6510089325578,843.6693329013017,859.7179190219615,138719,POLYCAB.NS
2020-09-21,824.1190795898438,860.7876737220273,818.8181718729544,857.5779688456198,119683,POLYCAB.NS
2020-09-22,789.541748046875,823.8273613744417,776.1679272453418,823.8273613744417,245982,POLYCAB.NS
2020-09-23,804.3745727539062,819.9368377648645,791.8761524131123,807.1952570332744,121696,POLYCAB.NS
2020-09-24,793.286376953125,797.371483091684,778.2104338304688,778.2104338304688,105427,POLYCAB.NS
2020-09-25,805.83349609375,814.0037085751704,788.1800288302969,798.5386847229556,104828,POLYCAB.NS
2020-09-28,816.2408447265625,834.4292545671699,812.2529785369397,813.1283797253607,102675,POLYCAB.NS
2020-09-29,808.0219116210938,828.5933027229698,803.4018645790231,823.5355551406907,99519,POLYCAB.NS
2020-09-30,797.4688110351562,814.9763585058264,784.1436102538585,814.9763585058264,87735,POLYCAB.NS
2020-10-01,797.7119140625,811.3775146492842,792.7027868168532,806.2225268043987,118171,POLYCAB.NS
2020-10-05,801.1648559570312,810.2104104916149,800.4353747951241,804.1800210134495,88416,POLYCAB.NS
2020-10-06,804.3745727539062,813.079726617477,798.1983225738142,806.2712356751828,67996,POLYCAB.NS
2020-10-07,802.866943359375,808.2650918470208,794.6481107569386,802.4292428084142,78324,POLYCAB.NS
2020-10-08,791.2438354492188,808.2650611657048,787.0614890033755,807.2924196961912,137649,POLYCAB.NS
2020-10-09,789.2499389648438,799.2195141114217,786.7210355035902,793.6754458153817,142219,POLYCAB.NS
2020-10-12,789.541748046875,804.277290712513,786.8669838865683,791.0493305187097,80778,POLYCAB.NS
2020-10-13,783.3168334960938,796.2043337859795,779.4262673708453,787.8396403628263,94340,POLYCAB.NS
