Date,Close,High,Low,Open,Volume,ticker
,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS,PIDILITIND.NS,
2020-09-07,1402.9329833984375,1414.6099008950778,1383.860708577341,1404.1493289710043,437212,PIDILITIND.NS
2020-09-08,1407.701171875,1445.01863267245,1391.450722715434,1403.2736261940504,1133122,PIDILITIND.NS
2020-09-09,1419.7672119140625,1433.2442967053057,1401.8625818552882,1411.8851978084583,1145168,PIDILITIND.NS
2020-09-10,1435.6282958984375,1449.5919189963686,1422.6377492363729,1429.741254731694,954829,PIDILITIND.NS
2020-09-11,1448.3271484375,1458.3497655468555,1434.3635238207169,1435.2878990218383,911773,PIDILITIND.NS
2020-09-14,1440.8343505859375,1463.6043648306513,1430.4224793720373,1452.8032392533685,503477,PIDILITIND.NS
2020-09-15,1458.203857421875,1474.210918562067,1441.126317089387,1441.2236009840265,1337966,PIDILITIND.NS
2020-09-16,1453.240966796875,1473.1404513334835,1446.3808491415552,1469.3454294476974,553661,PIDILITIND.NS
2020-09-17,1432.07666015625,1476.1570738160042,1428.1357715392548,1444.0455488088003,695236,PIDILITIND.NS
2020-09-18,1415.923583984375,1445.1645801698714,1407.6038512231598,1445.1645801698714,808036,PIDILITIND.NS
2020-09-21,1406.2415771484375,1421.4215473251259,1372.573152822047,1415.8263572535054,867293,PIDILITIND.NS
2020-09-22,1388.9207763671875,1401.1815170211003,1356.857951870263,1400.2571418211007,461446,PIDILITIND.NS
2020-09-23,1382.595703125,1417.7724418951402,1376.0274368361927,1395.294398796861,733213,PIDILITIND.NS
2020-09-24,1361.820556640625,1388.5801602902263,1357.4417124070537,1370.0917068595927,643409,PIDILITIND.NS
2020-09-25,1374.9571533203125,1383.2283039241502,1352.5763928628694,1369.7998001361811,434351,PIDILITIND.NS
2020-09-28,1397.678466796875,1403.1763730137707,1381.7686890981654,1381.7686890981654,336440,PIDILITIND.NS
2020-09-29,1389.69921875,1417.188629707224,1384.3472980326644,1407.068610412239,467995,PIDILITIND.NS
2020-09-30,1395.635009765625,1401.2301997995469,1376.9032866085824,1394.9052023698962,647016,PIDILITIND.NS
2020-10-01,1423.6109619140625,1428.1843740868185,1395.3917425733189,1405.1225078632303,670055,PIDILITIND.NS
2020-10-05,1407.7984619140625,1439.180179831276,1405.1225014715094,1439.180179831276,508357,PIDILITIND.NS
2020-10-06,1431.1036376953125,1440.1532971435695,1406.0956178192282,1406.0956178192282,874125,PIDILITIND.NS
2020-10-07,1453.4356689453125,1463.5069864851866,1423.0270297646862,1430.3251031680363,1292789,PIDILITIND.NS
2020-10-08,1446.5269775390625,1473.0433132446872,1432.903905983879,1455.7225033253083,583461,PIDILITIND.NS
2020-10-09,1432.4659423828125,1451.4409348016165,1425.8976757763035,1447.9378830348965,481806,PIDILITIND.NS
2020-10-12,1439.66650390625,1447.4511149446075,1425.556896399227,1438.7907114076872,438725,PIDILITIND.NS
2020-10-13,1443.072509765625,1458.4471666212028,1433.3904456997834,1438.304410959749,689940,PIDILITIND.NS
2020-10-14,1446.6728515625,1454.2141947842927,1435.774441774832,1447.8891972434344,519446,PIDILITIND.NS
2020-10-15,1436.69873046875,1462.5339586896423,1429.5953433900754,1446.6727644518298,649879,PIDILITIND.NS
2020-10-16,1441.36962890625,1453.192532657068,1432.368670886076,1432.8552091574368,423839,PIDILITIND.NS
2020-10-19,1494.6455078125,1500.4839668273926,1441.3695693016052,1445.991682688395,1492572,PIDILITIND.NS
2020-10-20,1483.795654296875,1509.582181147661,1478.6384201969681,1500.483939770266,1254644,PIDILITIND.NS
2020-10-21,1456.5009765625,1499.4136271584086,1444.1428335398941,1488.904353272827,928694,PIDILITIND.NS
2020-10-22,1435.7744140625,1468.2264924467074,1431.249584460008,1457.66863589673,683622,PIDILITIND.NS
2020-10-23,1459.90673828125,1464.4801503735662,1438.353069786443,1443.0724671122916,582170,PIDILITIND.NS
2020-10-26,1434.947265625,1468.080448744343,1424.7299625092664,1465.4531897423687,411162,PIDILITIND.NS
2020-10-27,1484.9149169921875,1488.7099395538357,1430.4226264603642,1430.4226264603642,1221901,PIDILITIND.NS
2020-10-28,1477.7139892578125,1504.376309838348,1471.2917079402214,1486.8609323628693,734257,PIDILITIND.NS
2020-10-29,1548.0189208984375,1556.9225957496342,1484.9636270408378,1491.7264620526182,4759518,PIDILITIND.NS
2020-10-30,1528.1195068359375,1549.1379375076808,1515.5180936745205,1548.0188756679295,1232876,PIDILITIND.NS
2020-11-02,1514.544921875,1556.4846154632467,1510.944586217352,1537.4609217346103,705225,PIDILITIND.NS
2020-11-03,1523.44873046875,1545.245670484223,1513.1341420673593,1513.1341420673593,656702,PIDILITIND.NS
2020-11-04,1520.43212890625,1538.142074830246,1506.468503991127,1527.730203125,703182,PIDILITIND.NS
2020-11-05,1546.6077880859375,1569.4263841319687,1531.2818334564013,1557.8954515484013,2609307,PIDILITIND.NS
2020-11-06,1553.7113037109375,1576.384035187321,1541.4019801915756,1546.6564986151918,1195534,PIDILITIND.NS
2020-11-09,1552.30029296875,1562.760865386499,1543.9318587913015,1560.8147123785457,679932,PIDILITIND.NS
2020-11-10,1531.3304443359375,1561.4472333559129,1527.7301087905055,1556.9224038629357,762850,PIDILITIND.NS
2020-11-11,1522.1348876953125,1551.6191526274913,1500.3866520689778,1535.5146893292012,1069040,PIDILITIND.NS
2020-11-12,1529.189697265625,1539.3097164735761,1515.8098955873543,1521.8916236229318,610795,PIDILITIND.NS
2020-11-13,1522.5726318359375,1547.1428115212275,1520.1886421126442,1527.7299843922876,590942,PIDILITIND.NS
2020-11-14,1538.3853759765625,1545.5861664456252,1529.7250894171457,1532.5956178227373,136023,PIDILITIND.NS
2020-11-17,1519.8480224609375,1554.3922339687156,1514.2528332730578,1553.4677401369972,941894,PIDILITIND.NS
2020-11-18,1521.21044921875,1532.5953960761028,1511.7229539097075,1525.5892932075387,651965,PIDILITIND.NS
2020-11-19,1516.4423828125,1543.299269418904,1512.112121284424,1513.133899083478,914809,PIDILITIND.NS
2020-11-20,1518.19384765625,1531.9629033426572,1514.204257921014,1522.2808400646304,628267,PIDILITIND.NS
2020-11-23,1542.5208740234375,1547.191688899656,1515.2747310742611,1520.0428298471184,1000851,PIDILITIND.NS
2020-11-24,1543.6884765625,1568.4532242607436,1538.677109177442,1548.4565748393875,1169594,PIDILITIND.NS
2020-11-25,1502.52734375,1549.9162387995239,1498.537754005825,1546.2185007241922,625522,PIDILITIND.NS
